"","subject_1","subject_2","subject_3","subject_4","subject_5","subject_6","subject_7","subject_8","subject_9","subject_10","subject_11","subject_12","subject_13","subject_14","subject_15","subject_16","subject_17","subject_18","subject_19","subject_20","subject_21","subject_22","subject_23","subject_24","subject_25","subject_26","subject_27","subject_28","subject_29","subject_30","subject_31","subject_32","subject_33","subject_34","subject_35","subject_36","subject_37","subject_38","subject_39","subject_40","subject_41","subject_42","subject_43","subject_44","subject_45","subject_46","subject_47","subject_48","subject_49","subject_50","subject_51","subject_52","subject_53","subject_54","subject_55","subject_56","subject_57","subject_58","subject_59","subject_60","subject_61","subject_62","subject_63","subject_64","subject_65","subject_66","subject_67","subject_68","subject_69","subject_70","subject_71","subject_72","subject_73","subject_74","subject_75","subject_76","subject_77","subject_78","subject_79","subject_80","subject_81","subject_82","subject_83","subject_84","subject_85","subject_86","subject_87","subject_88","subject_89","subject_90","subject_91","subject_92","subject_93","subject_94","subject_95","subject_96","subject_97","subject_98","subject_99","subject_100"
"cpg1",1.43586054759254,-0.185377991436093,0.138828730687909,-1.8749411806802,-0.424880581597856,-1.22618575432074,-1.64234441215034,1.39614036410486,-1.99988502263197,-0.682960561997778,-0.284523499278593,-0.141264011638259,-0.590824229004358,-0.107122900641507,-0.657533053009666,0.297684448624389,0.16933893900939,-1.16292966406183,-0.778670830185337,2.15762080221686,0.303599977374875,0.217124453655999,-0.913958248351914,1.88987865421889,0.339362710932211,0.37871748212379,-0.130628988050619,1.4665086694963,-0.914783140769933,0.122045230290098,0.913336906528374,-0.566101056074737,1.1072621413485,1.42723054805083,0.0968550789911187,2.03116096371002,0.316204673568568,0.0896452077485357,0.0613695221431688,-1.79372368675704,0.0387651568846141,-1.33080655022795,0.5474491158238,-0.25224831604858,0.395834309433226,0.635818629352085,-0.670196935872643,-0.416359357449468,0.607129262098973,-0.348641573151109,0.183376144809123,0.643054259916322,1.55846773541348,-1.6598694098551,0.0742707579439328,1.09518525860459,0.41088061158451,2.73030508455427,-0.659345867019499,0.0484979185640564,0.177041667533195,-0.166194021672532,-0.533865855366903,1.07741026770251,0.832094805740592,1.04912916509577,-0.770633048900892,-0.00596931998885678,1.68283629002198,0.729919972845585,-1.42297047782802,0.220495058784661,1.26227475137853,-3.09876356194681,-1.47663742727388,2.80232446017621,-0.0286646539099525,-2.15131821823916,-0.250309578371174,-0.133334492200298,-0.0367461111459353,-0.271356330499949,0.912083450676052,0.865131408417401,1.93703532712278,-0.241544305449627,0.771751314017646,-1.41008029394342,-0.629448517622969,-1.30991586217291,1.43527238681133,-2.28750519801289,0.167947431567371,-0.532561691936316,-0.900868715233475,-0.0428115621519209,1.24387905706356,0.945765417756437,0.954649878521813,-0.853998548028779
"cpg2",-0.479440074760937,-0.0793550591279214,0.436317474530875,1.03379260694534,0.414239859009213,-0.323213088156879,1.07111945189593,0.108502784654385,-1.0156619023477,-0.837876512121221,-0.18840138170853,-0.00251032691714579,0.322678686788884,-0.752655665816434,0.720322595675413,-1.18315316166166,-1.4788308695715,-0.121245202569278,-0.763040746921635,1.13747269000859,0.382964156569172,1.050298973225,-0.283427709964004,-0.801973093814644,0.133635174163832,-0.339568487688306,0.265967753782055,0.0110562520030413,-0.580544008496251,-2.50708655681621,-0.606759656187009,-0.110308835350386,1.62161788755267,-0.22272469936206,1.21099222088121,-0.939232069479699,-2.36171686736306,0.834736903888472,0.454676754106349,-0.0976590732740735,0.39028119590655,0.247500972402635,-1.95602194994055,-0.763145235818031,-0.970790957140896,-1.56161792152014,-1.07667017579179,0.82205234414993,-0.198883409061741,-1.96926044605783,1.67466020405327,-1.16964670630677,0.54010414535889,-0.956678767463114,-2.08370329270373,0.0880917059860038,0.853436509165371,-0.0691235209776063,-0.372735871541339,0.488997043884461,-0.152046977824737,1.22408119242272,-1.25195513540067,-0.501947546680115,-1.33117888532894,-0.610721258233065,-1.48578584063734,0.325020881806581,0.0624782362066071,-1.46057964806281,-0.053752838789015,0.537622826174506,-0.427875016375261,-0.0280895960818643,-0.557162573953153,-0.184026790680303,-0.735230031298509,-0.880881436232404,-0.313031024388881,-0.12705836852417,-0.44066114241909,0.611179222245798,1.10084562929237,-0.220021126241251,0.805461453903419,0.575842889882686,1.70043793127754,-0.0375791657409034,0.868545044804709,-1.13890979009915,0.5870298518708,1.51987475586061,-0.475387309354338,1.15094116670631,1.40031147585843,-0.421447867515171,0.861876373538926,0.566950998399571,0.870369133136632,1.20580499336742
"cpg3",2.28910633778024,0.702209973576844,2.01285427927796,-0.00154564377195861,-0.935540690241076,1.24011158552942,-0.853614813201169,-0.0639811680367449,-0.33471849336969,-1.31373678256776,-1.24587044978456,-0.32029280577667,1.25230307321218,-0.82345870852714,-0.296967217567409,-0.202573174670773,0.709707928371224,0.932300809350446,0.446627078434695,-2.02242595375014,1.40302335105404,-0.827529806251996,-0.113506581191458,-1.91406040858069,-0.647985477215381,1.99357798537157,-0.539201449767499,-1.06967710875269,-2.20234833918743,-0.541214897948719,0.708705125134115,-0.387988118174465,0.78731359203371,-1.91661841462748,-0.23348284865087,-0.65208832864011,-0.327291508096507,0.616824291106929,-1.84500292910676,-0.690564539775347,-0.123707728077847,0.198397767700277,0.42445775689197,0.143317239445647,-0.783243571209882,-0.867921394216646,-2.04472681988443,-0.358192745828734,0.390346262150758,1.97019661274748,0.247481597745713,0.439553129973147,0.611216171651223,0.374462715336726,0.776606652841182,0.395438042735021,-0.657367519098336,0.682013766098023,-0.164474196301311,0.512002622655055,0.0165595648660804,-1.47394672412639,0.765037747092936,-1.16365747735742,-0.532799204178617,-0.569989728833297,0.218738184054113,-2.0225573670124,0.256257880366429,-0.660427824797404,-1.19588280013236,0.290928623060362,-0.521836383370577,-0.0284459839355446,2.15794427354995,1.14153511121426,-1.21847892246673,0.487287592651903,1.0036795305827,0.152837417070784,-0.284617559714618,0.553672970397335,-0.455571806981439,-0.183511218960058,-0.746539250092477,-1.14072115285722,0.343646087334575,-0.791926670987777,0.735337012680651,-0.822581356999034,0.0425270550272358,0.8339605678383,2.37320224016077,-0.235712352651881,2.1596176144977,-1.03830801376282,-0.86604211677709,-0.767185926095516,0.695396231869673,-0.34733751041662
"cpg4",-3.03778214764187,1.02610781140145,0.626102359321862,-1.08780478027527,1.17264318161809,-0.511593859853422,-0.621603872494351,-1.02899014231927,-0.182803432104302,-1.2491583598283,1.94812828286509,-0.422278059305139,1.44192666739912,-0.425469651756652,-1.2604797527304,0.143968011361799,0.544618840273635,0.481524275393404,2.42065682844999,-0.274833711504074,1.63804726533319,0.0980316410365178,-0.672750014966878,-0.468381699333728,1.47366776001858,0.221875721861281,-1.39597021842193,-0.564266933968781,-1.06991908390268,0.37091328761227,2.26223007945826,-1.11625184420171,1.26606412552266,0.389868610285131,-1.02979940169164,0.129845770259979,-0.831809416804375,0.206415570906789,0.818707403572434,-0.325091542413013,-0.0471650060611706,1.46771565749474,-2.34341141934328,-0.462605949206456,-0.533088217601429,-0.801873168855499,0.458516902198704,-0.790338447377118,-0.328529657112123,1.35457691250536,-0.318535461991831,-1.5340946986584,0.521991219758614,-1.52185125830596,-0.0570190580682121,0.330975484586833,1.27676887162819,-0.655436906236475,-0.659314162414787,-0.873694578803595,-0.230766936494417,0.688041764718609,0.296086156367211,0.935716266656882,-2.03198619182491,1.6657390493626,-0.80643464159292,-0.361853198923461,-0.389241350401291,0.635032360933499,-0.730238907737969,-1.29383666412568,0.0588573519451121,1.0732652314027,-0.338915355636861,0.783395486796557,0.418050527149548,0.40815133849374,0.882744567172496,-0.582673797051486,1.99792116038064,2.10051365628637,0.262450197558117,-0.0805478994337723,-0.509681667181071,-2.02803671028176,0.0517814394721359,1.3395065105632,-0.416862868994277,-1.05877344879753,0.664797397791203,-0.329887143875561,-1.77051132483852,0.524132531099558,-0.522329782761454,-1.39759616456251,0.157873966531402,-0.862214518166153,0.99523955121229,0.063444157149
"cpg5",-1.04352594734778,-0.904871236825681,-0.108914265230344,-0.810047009599751,-0.209369010015083,-0.625383790731517,0.390900367810013,0.814620276369535,1.36097049424282,-0.594182364617808,0.424023969962642,-0.18529316225565,-1.29479181327116,-1.61604936460445,0.519860656952677,0.400645812528856,-0.462302457208776,0.413753088687547,-0.635670020664393,1.24881272791359,-0.0748276551372846,-0.270124680418153,-0.685738616849771,1.03743098242103,-0.154992114126782,-0.648554283090203,0.421147136099634,2.91046909918095,-0.150448071177102,0.794657712318914,0.274288188550983,-1.34497155891333,-1.69502379334085,-0.284787995287343,0.0489834263921025,-1.34715763333651,-0.209495455909159,-0.00502170571705507,1.0207334723644,-0.534289123974719,-0.531513573878838,0.898954647182156,-0.309465794533468,-0.505436599627217,-0.853502389133655,1.23046561179462,0.611525868724716,1.01256959081006,1.21234630646811,0.592597540597051,-0.30822227491719,-0.906177150893716,-1.16621109310101,1.18508024976495,-0.361884132723032,-0.0685725561100213,-0.537215855900381,-1.40285779967439,1.20158855616867,-0.605939487398211,-1.69125811396182,0.253019648697461,0.304413387341285,2.59168664186118,0.419059786084267,1.37035053917427,0.761660470003683,0.815202252717748,-1.37204845387687,-0.302298643400306,1.28321466538357,-1.21401847751202,-0.0142046789007454,-2.57981332349945,0.232291001229151,-1.1497770799763,-0.689849171667865,-1.03501944334522,-0.253999795639414,-0.554741204225467,-0.256473477124715,0.603882230653324,-0.179249725046308,0.11595252950694,-0.304073882655022,-0.0833763708258859,-1.98528134095988,1.57064679449745,-0.52738755770832,1.39324806221787,-1.78779225424625,-0.163087097560653,-0.84296386276726,-0.181870333279988,-1.54361298945868,-0.0113360211226841,-0.462638741550371,-1.54587614980918,-0.580629785583658,-0.00795514818058223
"cpg6",0.246502804543089,-2.17554647155942,0.502501700883066,-0.0921693633956185,-0.0794513160143883,0.968502687035329,-1.02025498401353,-1.53258465087656,-0.79895525317993,1.56023431811106,0.0450018931879454,-0.74988788045978,0.65329476236884,-0.650788075001096,1.36315651504689,0.398787054022046,-1.18660055275682,0.383784090584767,-1.17715477685755,-0.717720229708021,-0.181680677902685,1.63201883497498,2.15756346209729,-1.13937072112485,0.329592515114237,0.828766408565253,-0.879700870074239,1.15785783425468,0.313166003211694,-0.156660873608869,-0.75927914074391,0.186491303522496,0.368417535937877,-0.661380492906454,-0.854422733714543,-0.697716556662343,1.28723214297906,-0.83422028559544,-0.432525106704442,-0.599244098761983,-0.0233388546336128,-1.15021981455179,0.53909310539364,-0.730350202574868,0.475425753399125,-1.32618973166168,1.0798907204968,0.709004686114351,-0.231000527993079,0.469770268438904,-0.929831148249802,-0.166463834763151,0.28430388899192,-1.22244070840617,0.139204044545157,-0.394580283321614,-1.93451127741345,-0.295650971165589,-0.930076639833579,-1.4516206758311,1.0064107295641,-0.909011565449404,-1.0076767125843,0.803983155951093,-0.901244812018614,-0.76921953102314,0.782198906421195,1.07086670200947,-0.470931007919326,-1.22457963376008,-0.518546620426626,0.0628034858405586,1.35618735595864,0.164807070595148,-0.937438083534447,0.484882711912515,0.12992082313704,-0.561784168827637,1.07461127014804,-0.395226443607614,-1.61771806017459,-0.284654663375824,-0.966990612995804,-0.419954685304328,0.300663255897426,-1.3103557929604,1.11079389702172,-1.45400609503747,-0.95031891077079,-0.302475327787255,-0.874941802430371,0.149023645663267,0.163794112100304,0.951221169709253,1.18820680770033,-0.435291094603724,-0.840813679945229,-0.024526763769274,-0.491462028337017,0.133392745945034
"cpg7",0.0700649022931348,0.827605128040317,0.495279114260201,-0.487664026726719,-0.885909818740212,-1.24481176699102,-0.974803539699368,-0.531893095547016,0.669227899635609,-0.941145046166195,1.114975754008,0.195539910770847,0.568341734883603,-1.46047997013997,0.206288575108532,0.627956489446551,0.893665889583755,-0.329937894363512,1.67765034591618,-0.772485208408376,0.213170084087038,0.662991466854305,-0.656597219056057,0.0621234969979129,0.633850297551339,0.894138729340499,0.575530281117137,-0.966704626089384,-1.36050433859575,-2.32698838498908,-0.624204400598965,0.808611693119443,-1.63523536000214,-0.432439253362834,0.0436699301348914,-0.0884031732293936,0.524767984406545,0.944120801865137,-0.357304494178836,0.515085388948835,-1.18076374157612,-0.989574905971658,1.15766037732676,1.23891667756865,-1.48383351995779,-0.753322072549564,0.42060757872139,-0.702096235277082,-0.36092455272358,2.0572120854649,0.0218546340933363,-2.30128459194762,0.591176719825143,-0.477191409123012,-0.5916043257085,-0.026715971411046,-0.977251812757632,1.30012494466295,-0.277168569628296,-0.449607705547381,-0.0228496804232792,-1.75199464962293,-1.71864645887625,1.28410930218548,0.295139719592659,-0.270183345371848,-1.2850417039498,0.0951894897961302,0.0147414845763272,-1.00726589393134,0.731448485817679,0.236999262564845,0.344661519534283,0.0250592295139377,1.05438171125739,-0.631425668851991,1.06769148494846,-0.379878447373054,-0.990586030179333,0.503744385334319,0.201370164257751,1.64840277980167,-0.247882294531825,-0.998002583017267,-0.481780734329608,1.3292191252547,-0.145900290437457,-1.41638375679328,0.326616645042392,0.990197601672141,0.794724639931389,1.12581897008712,0.282912668672668,1.30179229114328,-0.610141911357213,-2.18217668582181,-0.0236513909922954,-1.51114474571036,0.227472681319888,-0.122057212165802
"cpg8",-1.48378790775204,-1.27168186397496,-1.63574241377561,-0.640876811495536,1.04987491659244,-0.404119062531442,-1.03045766038578,0.291633750688992,0.205970679912751,0.400683196804227,-0.268586688753397,0.347885737238903,0.957671563533587,0.660321796449493,-0.14634383066426,0.148501983442363,1.04983208326874,1.83086526375465,0.616523147626885,1.29440684576156,-1.27708240711687,0.582245674616161,-0.449888887163412,0.295115080458548,-1.25672113237666,-0.824363035116666,1.09073368390796,-0.949545376687463,0.0528543228197983,-1.22491147788844,-0.393523907824456,-0.079034743019348,-0.692656679203689,0.344117195769582,-0.226085834388282,0.0714534787047715,0.370549599071084,1.8799107860923,-1.52404253010769,0.124943993989488,-0.242916853535659,-0.118982245775251,-1.55012578825599,0.159830700777731,-1.34906672051423,-0.477804491542291,-0.0311051114130266,0.390250963007464,0.0513614164527152,1.30567332811139,0.210775433467515,2.057045422364,0.424106042327051,-0.958588278438475,1.81919453583193,0.637957163177407,-0.116284067881932,1.29662785451368,0.0690411266077249,1.07268648360259,1.17101451964146,0.426321767655715,0.244090946757906,0.435013262138642,0.435367291112738,1.6649360968793,0.722997432833537,-0.253792091860795,-0.949478103290487,-0.671036491630933,-0.951420343553251,1.60723341479649,-1.46031596489949,0.422767952868309,0.526733131651043,0.650842688705085,0.351635390370729,0.267477152763784,1.14796591152986,1.03690096419114,-1.16798884562467,0.601547094491903,0.576799697908676,-0.789618759107893,0.881157009158326,-0.904362740542868,-0.685965099018988,0.141136706910511,-1.23958373350885,-0.365957936056243,-1.52161284687662,0.730510386423195,0.506140546786672,-1.19740609666221,-1.09681780834855,-1.92211087198538,0.164063097910768,-1.85090007779048,1.36913271441968,-0.359043500530392
"cpg9",1.63172709048056,0.071947159649499,0.663991592067084,-1.33808146643276,0.391127029030593,-0.657102254490212,1.44611422182782,-1.57407540871038,-0.393067539453417,-0.933376159718293,0.418298097536518,0.0778480050549362,0.450383766329853,-0.561302144538667,-2.66330874495766,0.140912628851818,-0.419891675140989,0.77663399206703,1.05790807542207,-0.290706547934244,-0.846667601082651,-1.06596084802999,1.11523690725867,1.95853320425133,-0.0593013115421748,1.15864301068917,0.161976710802368,-1.42818903909969,-0.655552958494302,-1.02864518666922,1.76231009380942,0.452140104385879,-0.470099842094395,1.95343631991159,-0.320888295809042,1.31940516131351,0.0972141685783874,-1.52309962276035,-0.701933361363261,2.69466176442352,0.736998627861993,-1.22364517345447,0.368053232752079,0.420531353217636,0.248028464649894,1.23584498294099,0.167953741105548,0.754534344535574,0.35036040761181,2.068560687098,0.0866872552186012,-0.0488197774841701,-0.884284004148869,-0.641107551749462,-1.04586852047846,0.709776936457808,-0.30742057239961,1.18469775615489,-1.36002214770837,-0.829467405090109,0.326302562605496,0.369423803521228,-0.115802691818245,0.194861409320628,1.03395681315512,0.39660132052855,0.442980914313907,0.402592540082316,0.113291996784179,-0.559546947567618,0.221762507529261,-0.727624089056894,1.08397574131286,-0.741592992489176,1.18797354101472,-0.0828855028459364,-0.8193420402337,-0.625337249263469,-1.10912258500121,0.933595260115477,-0.471133026327728,-0.707061790450071,-1.39446534008243,-0.282886912317855,1.07623185321288,1.04520203298636,0.628875663065782,0.0719492388791717,0.233001578012246,-0.437463541557418,-0.327534881414284,0.246761135382733,-0.227659828781155,0.868995924096266,0.985059525247412,-0.546425208913395,-0.708884478056106,-0.673702302260466,0.690107763103925,0.779399572631162
"cpg10",-0.676358325890342,-1.18393871785188,1.14779734508423,-0.777504016140193,0.360048839740888,-1.50479969225754,-0.630833707367343,-0.622841770913905,-0.687943358086137,-0.247421263068367,-0.908500558773951,1.47616428277932,-2.810481480801,0.429014611448954,-0.291517052082551,-0.5014376785989,-1.0816267899112,2.02339864728979,0.306808087977512,0.120815923768969,0.373694726781953,0.169564764600564,-0.391192880471004,1.06880543258948,-0.479402136323405,1.96097028157973,0.456327561770416,-0.491667774409532,1.15866376551082,1.6412571152874,-1.2880783246542,0.30100341687538,-1.03451063578361,-1.7797759684595,-1.23983623142544,0.930570541581715,0.430349888661792,-1.42472593717735,0.35597546244065,-1.79230026737276,-0.414078693010291,0.709630178432207,0.88828754499439,1.24278943194515,1.06999056840913,-0.186245195736167,-1.16968628361078,-0.968586580898568,-0.569368067962421,0.653663784650943,-1.07348091603267,-0.301957438608748,0.393077136117804,0.614667035303492,-1.5844271035654,-0.348251897017039,0.310394660836861,-2.21112020722406,-0.153974036798479,-0.914733548022927,-0.0224771972771785,1.27225806413792,0.0232126476503254,0.365850588008537,-0.249018764707459,1.5264086660831,0.394530873050109,-0.371435871766584,-0.441755258049771,-1.1143573958846,0.0557525154796089,0.0628969947063671,1.45334249999811,0.210419334509575,1.77214249215577,-0.899357680606992,-1.10643947144666,-0.308372882946309,0.871916803334871,0.52337002340734,0.735834658402431,-0.31026034477866,1.22831419307941,-1.38241021087124,-0.264567208525037,1.05682105339472,1.89735417567715,1.80360545836269,2.40855595817096,0.191767559941368,0.205824158810339,-1.29861665601472,0.113578245912108,-0.958018403207965,-0.738294495510179,-0.244073018237251,-1.17709815235297,-0.136941960493679,-0.0554317570487391,0.729394288145922
